interaction_id,user_id,destination_id,event_type,rating,timestamp
INT_011723,USR_00781,DEST_0011,viewed,,2025-11-25T11:09:44Z
INT_011724,USR_00095,DEST_0004,reviewed,5,2025-10-23T11:09:44Z
INT_011725,USR_00162,DEST_0195,bookmarked,,2025-08-29T11:09:44Z
INT_011726,USR_00972,DEST_0083,viewed,,2025-09-18T11:09:44Z
INT_011727,USR_00093,DEST_0073,viewed,,2025-11-29T11:09:44Z
INT_011728,USR_00119,DEST_0028,viewed,,2026-04-22T11:09:44Z
INT_011729,USR_00327,DEST_0211,viewed,,2025-10-12T11:09:44Z
INT_011730,USR_00194,DEST_0014,viewed,,2025-09-16T11:09:44Z
INT_011731,USR_00529,DEST_0126,viewed,,2026-04-02T11:09:44Z
INT_011732,USR_00172,DEST_0229,bookmarked,,2026-05-07T11:09:44Z
INT_011733,USR_00801,DEST_0195,viewed,,2025-07-21T11:09:44Z
INT_011734,USR_00206,DEST_0136,viewed,,2025-09-22T11:09:44Z
INT_011735,USR_00922,DEST_0237,bookmarked,,2025-10-06T11:09:44Z
INT_011736,USR_00875,DEST_0254,booked,,2026-02-23T11:09:44Z
INT_011737,USR_00681,DEST_0045,bookmarked,,2026-05-30T11:09:44Z
INT_011738,USR_00113,DEST_0067,reviewed,4,2025-10-17T11:09:44Z
INT_011739,USR_00705,DEST_0088,viewed,,2025-10-08T11:09:44Z
INT_011740,USR_00491,DEST_0049,bookmarked,,2026-01-18T11:09:44Z
INT_011741,USR_00791,DEST_0144,bookmarked,,2026-01-24T11:09:44Z
INT_011742,USR_00695,DEST_0220,viewed,,2026-02-22T11:09:44Z
INT_011743,USR_00485,DEST_0145,viewed,,2025-11-06T11:09:44Z
INT_011744,USR_00812,DEST_0091,viewed,,2026-03-25T11:09:44Z
INT_011745,USR_00010,DEST_0225,reviewed,4,2026-01-29T11:09:44Z
INT_011746,USR_00827,DEST_0252,viewed,,2026-04-28T11:09:44Z
INT_011747,USR_00397,DEST_0023,viewed,,2025-08-27T11:09:44Z
INT_011748,USR_00012,DEST_0258,viewed,,2025-08-29T11:09:44Z
INT_011749,USR_00562,DEST_0265,viewed,,2026-02-17T11:09:44Z
INT_011750,USR_00256,DEST_0225,booked,,2025-10-29T11:09:44Z
INT_011751,USR_00324,DEST_0265,viewed,,2025-08-14T11:09:44Z
INT_011752,USR_00529,DEST_0004,viewed,,2025-09-12T11:09:44Z
INT_011753,USR_00528,DEST_0007,bookmarked,,2026-02-01T11:09:44Z
INT_011754,USR_00738,DEST_0002,bookmarked,,2026-06-14T11:09:44Z
INT_011755,USR_00542,DEST_0225,viewed,,2026-04-11T11:09:44Z
INT_011756,USR_00332,DEST_0174,viewed,,2026-05-31T11:09:44Z
INT_011757,USR_00305,DEST_0173,viewed,,2025-10-29T11:09:44Z
INT_011758,USR_00065,DEST_0253,viewed,,2026-01-20T11:09:44Z
INT_011759,USR_00973,DEST_0072,bookmarked,,2025-07-10T11:09:44Z
INT_011760,USR_00852,DEST_0012,booked,,2026-01-02T11:09:44Z
INT_011761,USR_00947,DEST_0067,reviewed,3,2025-07-19T11:09:44Z
INT_011762,USR_00589,DEST_0008,booked,,2026-01-01T11:09:44Z
INT_011763,USR_00489,DEST_0073,bookmarked,,2026-05-02T11:09:44Z
INT_011764,USR_00368,DEST_0105,viewed,,2025-11-07T11:09:44Z
INT_011765,USR_00977,DEST_0225,viewed,,2025-08-12T11:09:44Z
INT_011766,USR_00214,DEST_0241,bookmarked,,2025-09-02T11:09:44Z
INT_011767,USR_00092,DEST_0087,bookmarked,,2026-02-18T11:09:44Z
INT_011768,USR_00764,DEST_0186,viewed,,2026-05-03T11:09:44Z
INT_011769,USR_00988,DEST_0095,bookmarked,,2025-09-15T11:09:44Z
INT_011770,USR_00307,DEST_0192,viewed,,2026-01-11T11:09:44Z
INT_011771,USR_00399,DEST_0227,viewed,,2026-05-09T11:09:44Z
INT_011772,USR_00985,DEST_0202,viewed,,2025-12-14T11:09:44Z
INT_011773,USR_00945,DEST_0016,viewed,,2026-06-25T11:09:44Z
INT_011774,USR_00760,DEST_0248,viewed,,2026-02-28T11:09:44Z
INT_011775,USR_00179,DEST_0002,viewed,,2025-12-12T11:09:44Z
INT_011776,USR_00230,DEST_0039,reviewed,5,2026-03-05T11:09:44Z
INT_011777,USR_00093,DEST_0088,viewed,,2026-02-02T11:09:44Z
INT_011778,USR_00358,DEST_0174,viewed,,2026-04-12T11:09:44Z
INT_011779,USR_00914,DEST_0170,viewed,,2026-01-10T11:09:44Z
INT_011780,USR_00690,DEST_0120,bookmarked,,2026-03-07T11:09:44Z
INT_011781,USR_00063,DEST_0222,bookmarked,,2026-05-15T11:09:44Z
INT_011782,USR_00285,DEST_0067,booked,,2025-09-04T11:09:44Z
INT_011783,USR_00421,DEST_0002,bookmarked,,2025-08-17T11:09:44Z
INT_011784,USR_00598,DEST_0043,viewed,,2026-05-10T11:09:44Z
INT_011785,USR_00062,DEST_0023,booked,,2026-03-08T11:09:44Z
INT_011786,USR_00440,DEST_0261,viewed,,2026-05-05T11:09:44Z
INT_011787,USR_00955,DEST_0008,viewed,,2025-11-13T11:09:44Z
INT_011788,USR_00146,DEST_0025,viewed,,2025-09-18T11:09:44Z
INT_011789,USR_00939,DEST_0185,booked,,2026-06-12T11:09:44Z
INT_011790,USR_00524,DEST_0009,bookmarked,,2025-12-12T11:09:44Z
INT_011791,USR_00442,DEST_0261,viewed,,2025-06-30T11:09:44Z
INT_011792,USR_00511,DEST_0016,booked,,2026-03-17T11:09:44Z
INT_011793,USR_00206,DEST_0091,viewed,,2025-06-29T11:09:44Z
INT_011794,USR_00735,DEST_0265,viewed,,2026-06-06T11:09:44Z
INT_011795,USR_00435,DEST_0056,reviewed,5,2025-10-18T11:09:44Z
INT_011796,USR_00482,DEST_0189,bookmarked,,2025-11-03T11:09:44Z
INT_011797,USR_00881,DEST_0012,viewed,,2025-11-23T11:09:44Z
INT_011798,USR_00916,DEST_0105,viewed,,2025-11-24T11:09:44Z
INT_011799,USR_00375,DEST_0064,booked,,2025-09-20T11:09:44Z
INT_011800,USR_00630,DEST_0062,reviewed,5,2025-12-04T11:09:44Z
INT_011801,USR_00848,DEST_0153,viewed,,2026-01-31T11:09:44Z
INT_011802,USR_00618,DEST_0230,booked,,2026-01-24T11:09:44Z
INT_011803,USR_00687,DEST_0134,viewed,,2025-11-21T11:09:44Z
INT_011804,USR_00402,DEST_0006,viewed,,2026-04-20T11:09:44Z
INT_011805,USR_00756,DEST_0016,viewed,,2025-06-30T11:09:44Z
INT_011806,USR_00455,DEST_0060,viewed,,2026-05-16T11:09:44Z
INT_011807,USR_00829,DEST_0140,viewed,,2025-09-10T11:09:44Z
INT_011808,USR_00824,DEST_0001,viewed,,2025-11-17T11:09:44Z
INT_011809,USR_00706,DEST_0233,bookmarked,,2025-09-23T11:09:44Z
INT_011810,USR_00201,DEST_0028,booked,,2026-01-25T11:09:44Z
INT_011811,USR_00637,DEST_0149,viewed,,2026-03-10T11:09:44Z
INT_011812,USR_00894,DEST_0254,bookmarked,,2026-02-03T11:09:44Z
INT_011813,USR_00322,DEST_0004,viewed,,2026-05-21T11:09:44Z
INT_011814,USR_00738,DEST_0073,bookmarked,,2025-11-03T11:09:44Z
INT_011815,USR_00387,DEST_0184,viewed,,2026-04-03T11:09:44Z
INT_011816,USR_00478,DEST_0018,viewed,,2025-11-08T11:09:44Z
INT_011817,USR_00168,DEST_0151,booked,,2025-08-18T11:09:44Z
INT_011818,USR_00155,DEST_0009,reviewed,5,2025-11-07T11:09:44Z
INT_011819,USR_00621,DEST_0039,viewed,,2025-08-19T11:09:44Z
INT_011820,USR_00324,DEST_0120,reviewed,5,2025-10-05T11:09:44Z
INT_011821,USR_00968,DEST_0150,booked,,2025-09-08T11:09:44Z
INT_011822,USR_00803,DEST_0105,bookmarked,,2026-04-19T11:09:44Z
INT_011823,USR_00651,DEST_0180,viewed,,2025-07-15T11:09:44Z
INT_011824,USR_00546,DEST_0028,viewed,,2025-07-29T11:09:44Z
INT_011825,USR_00132,DEST_0008,booked,,2025-06-30T11:09:44Z
INT_011826,USR_00464,DEST_0176,bookmarked,,2026-02-04T11:09:44Z
INT_011827,USR_00766,DEST_0107,bookmarked,,2025-09-14T11:09:44Z
INT_011828,USR_00605,DEST_0230,viewed,,2026-04-17T11:09:44Z
INT_011829,USR_00528,DEST_0220,bookmarked,,2025-08-26T11:09:44Z
INT_011830,USR_00431,DEST_0230,bookmarked,,2026-05-18T11:09:44Z
INT_011831,USR_00541,DEST_0237,viewed,,2025-08-08T11:09:44Z
INT_011832,USR_00671,DEST_0014,viewed,,2026-06-15T11:09:44Z
INT_011833,USR_00969,DEST_0179,bookmarked,,2026-06-18T11:09:44Z
INT_011834,USR_00345,DEST_0147,viewed,,2026-01-16T11:09:44Z
INT_011835,USR_00013,DEST_0105,viewed,,2026-04-19T11:09:44Z
INT_011836,USR_00064,DEST_0097,bookmarked,,2026-02-21T11:09:44Z
INT_011837,USR_00659,DEST_0023,bookmarked,,2025-10-20T11:09:44Z
INT_011838,USR_00965,DEST_0080,reviewed,4,2026-05-11T11:09:44Z
INT_011839,USR_00425,DEST_0176,viewed,,2025-12-13T11:09:44Z
INT_011840,USR_00161,DEST_0010,bookmarked,,2025-10-05T11:09:44Z
INT_011841,USR_00308,DEST_0208,reviewed,5,2025-07-15T11:09:44Z
INT_011842,USR_00431,DEST_0067,viewed,,2025-07-10T11:09:44Z
INT_011843,USR_00212,DEST_0130,booked,,2026-03-11T11:09:44Z
INT_011844,USR_00994,DEST_0199,bookmarked,,2025-09-12T11:09:44Z
INT_011845,USR_01000,DEST_0161,viewed,,2026-05-24T11:09:44Z
INT_011846,USR_00514,DEST_0254,bookmarked,,2026-03-31T11:09:44Z
INT_011847,USR_00257,DEST_0067,bookmarked,,2025-12-03T11:09:44Z
INT_011848,USR_00690,DEST_0230,viewed,,2026-01-08T11:09:44Z
INT_011849,USR_00547,DEST_0095,viewed,,2026-01-21T11:09:44Z
INT_011850,USR_00004,DEST_0200,viewed,,2026-01-02T11:09:44Z
INT_011851,USR_00043,DEST_0004,reviewed,5,2025-08-27T11:09:44Z
INT_011852,USR_00458,DEST_0011,reviewed,4,2026-04-15T11:09:44Z
INT_011853,USR_00110,DEST_0130,booked,,2026-06-24T11:09:44Z
INT_011854,USR_00709,DEST_0240,viewed,,2025-09-06T11:09:44Z
INT_011855,USR_00119,DEST_0137,reviewed,3,2025-08-18T11:09:44Z
INT_011856,USR_00545,DEST_0130,bookmarked,,2025-11-01T11:09:44Z
INT_011857,USR_00834,DEST_0012,viewed,,2026-02-19T11:09:44Z
INT_011858,USR_00698,DEST_0016,booked,,2026-03-29T11:09:44Z
INT_011859,USR_00378,DEST_0020,bookmarked,,2025-09-18T11:09:44Z
INT_011860,USR_00980,DEST_0245,booked,,2025-08-04T11:09:44Z
INT_011861,USR_00854,DEST_0158,bookmarked,,2025-11-29T11:09:44Z
INT_011862,USR_00434,DEST_0099,viewed,,2025-10-25T11:09:44Z
INT_011863,USR_00739,DEST_0199,bookmarked,,2026-01-13T11:09:44Z
INT_011864,USR_00342,DEST_0083,viewed,,2025-08-08T11:09:44Z
INT_011865,USR_00299,DEST_0131,viewed,,2026-06-27T11:09:44Z
INT_011866,USR_00994,DEST_0170,booked,,2025-08-09T11:09:44Z
INT_011867,USR_00855,DEST_0253,bookmarked,,2025-10-27T11:09:44Z
INT_011868,USR_00099,DEST_0029,bookmarked,,2026-01-15T11:09:44Z
INT_011869,USR_00797,DEST_0105,viewed,,2026-05-25T11:09:44Z
INT_011870,USR_00850,DEST_0152,viewed,,2026-01-22T11:09:44Z
INT_011871,USR_00460,DEST_0091,viewed,,2025-09-21T11:09:44Z
INT_011872,USR_00918,DEST_0029,booked,,2025-08-09T11:09:44Z
INT_011873,USR_00462,DEST_0179,bookmarked,,2026-04-13T11:09:44Z
INT_011874,USR_00559,DEST_0089,viewed,,2025-10-26T11:09:44Z
INT_011875,USR_00536,DEST_0105,viewed,,2026-05-09T11:09:44Z
INT_011876,USR_00625,DEST_0172,viewed,,2025-10-04T11:09:44Z
INT_011877,USR_00408,DEST_0090,bookmarked,,2025-09-05T11:09:44Z
INT_011878,USR_00252,DEST_0034,viewed,,2025-10-15T11:09:44Z
INT_011879,USR_00475,DEST_0225,booked,,2025-09-17T11:09:44Z
INT_011880,USR_00621,DEST_0017,booked,,2025-08-23T11:09:44Z
INT_011881,USR_00506,DEST_0207,booked,,2026-03-27T11:09:44Z
INT_011882,USR_00890,DEST_0197,viewed,,2026-06-02T11:09:44Z
INT_011883,USR_00772,DEST_0170,viewed,,2026-03-14T11:09:44Z
INT_011884,USR_00832,DEST_0010,viewed,,2026-02-27T11:09:44Z
INT_011885,USR_00944,DEST_0130,viewed,,2026-05-10T11:09:44Z
INT_011886,USR_00465,DEST_0105,bookmarked,,2025-11-15T11:09:44Z
INT_011887,USR_00989,DEST_0017,viewed,,2025-08-14T11:09:44Z
INT_011888,USR_00786,DEST_0111,viewed,,2026-03-20T11:09:44Z
INT_011889,USR_00171,DEST_0225,reviewed,4,2026-05-05T11:09:44Z
INT_011890,USR_00784,DEST_0167,bookmarked,,2026-06-17T11:09:44Z
INT_011891,USR_00174,DEST_0010,bookmarked,,2025-10-24T11:09:44Z
INT_011892,USR_00857,DEST_0010,reviewed,4,2026-06-21T11:09:44Z
INT_011893,USR_00202,DEST_0015,booked,,2026-05-14T11:09:44Z
INT_011894,USR_00858,DEST_0009,reviewed,4,2025-07-08T11:09:44Z
INT_011895,USR_00836,DEST_0165,bookmarked,,2025-11-19T11:09:44Z
INT_011896,USR_00222,DEST_0228,viewed,,2025-09-09T11:09:44Z
INT_011897,USR_00020,DEST_0130,viewed,,2025-10-26T11:09:44Z
INT_011898,USR_00380,DEST_0273,bookmarked,,2026-01-16T11:09:44Z
INT_011899,USR_00766,DEST_0185,bookmarked,,2026-06-07T11:09:44Z
INT_011900,USR_00472,DEST_0179,viewed,,2025-07-06T11:09:44Z
INT_011901,USR_00584,DEST_0021,viewed,,2026-01-01T11:09:44Z
INT_011902,USR_00042,DEST_0072,viewed,,2026-03-03T11:09:44Z
INT_011903,USR_00983,DEST_0097,bookmarked,,2025-09-04T11:09:44Z
INT_011904,USR_00474,DEST_0225,viewed,,2026-01-30T11:09:44Z
INT_011905,USR_00754,DEST_0253,viewed,,2026-04-13T11:09:44Z
INT_011906,USR_00715,DEST_0207,booked,,2026-05-02T11:09:44Z
INT_011907,USR_00212,DEST_0010,bookmarked,,2025-12-12T11:09:44Z
INT_011908,USR_00560,DEST_0099,reviewed,4,2026-05-03T11:09:44Z
INT_011909,USR_00960,DEST_0237,viewed,,2025-08-29T11:09:44Z
INT_011910,USR_00561,DEST_0130,viewed,,2026-03-08T11:09:44Z
INT_011911,USR_00776,DEST_0023,booked,,2026-03-29T11:09:44Z
INT_011912,USR_00442,DEST_0220,viewed,,2026-01-11T11:09:44Z
INT_011913,USR_00550,DEST_0123,viewed,,2025-12-08T11:09:44Z
INT_011914,USR_00947,DEST_0019,viewed,,2026-04-14T11:09:44Z
INT_011915,USR_00247,DEST_0091,bookmarked,,2026-05-14T11:09:44Z
INT_011916,USR_00414,DEST_0005,viewed,,2026-04-06T11:09:44Z
INT_011917,USR_00957,DEST_0211,viewed,,2025-07-31T11:09:44Z
INT_011918,USR_00041,DEST_0088,viewed,,2025-08-02T11:09:44Z
INT_011919,USR_00979,DEST_0228,reviewed,3,2026-02-21T11:09:44Z
INT_011920,USR_00534,DEST_0045,viewed,,2026-04-05T11:09:44Z
INT_011921,USR_00793,DEST_0020,viewed,,2026-04-05T11:09:44Z
INT_011922,USR_00419,DEST_0151,bookmarked,,2025-11-06T11:09:44Z
INT_011923,USR_00804,DEST_0196,booked,,2026-01-26T11:09:44Z
INT_011924,USR_00275,DEST_0020,viewed,,2026-04-02T11:09:44Z
INT_011925,USR_00823,DEST_0076,viewed,,2025-10-24T11:09:44Z
INT_011926,USR_00336,DEST_0012,viewed,,2026-03-25T11:09:44Z
INT_011927,USR_00449,DEST_0025,viewed,,2025-07-29T11:09:44Z
INT_011928,USR_00208,DEST_0007,viewed,,2025-07-05T11:09:44Z
INT_011929,USR_00229,DEST_0198,bookmarked,,2025-09-10T11:09:44Z
INT_011930,USR_00002,DEST_0177,viewed,,2025-11-27T11:09:44Z
INT_011931,USR_00767,DEST_0018,bookmarked,,2025-07-23T11:09:44Z
INT_011932,USR_00800,DEST_0186,viewed,,2025-10-04T11:09:44Z
INT_011933,USR_00543,DEST_0014,bookmarked,,2026-01-19T11:09:44Z
INT_011934,USR_00429,DEST_0079,viewed,,2026-01-19T11:09:44Z
INT_011935,USR_00137,DEST_0078,viewed,,2025-09-08T11:09:44Z
INT_011936,USR_00920,DEST_0198,viewed,,2026-03-23T11:09:44Z
INT_011937,USR_00709,DEST_0261,viewed,,2026-05-02T11:09:44Z
INT_011938,USR_00666,DEST_0153,bookmarked,,2025-08-23T11:09:44Z
INT_011939,USR_00529,DEST_0091,viewed,,2026-04-24T11:09:44Z
INT_011940,USR_00437,DEST_0020,viewed,,2025-08-07T11:09:44Z
INT_011941,USR_00172,DEST_0045,bookmarked,,2026-02-03T11:09:44Z
INT_011942,USR_00124,DEST_0142,bookmarked,,2026-01-10T11:09:44Z
INT_011943,USR_00044,DEST_0076,bookmarked,,2025-07-12T11:09:44Z
INT_011944,USR_00661,DEST_0067,bookmarked,,2026-04-29T11:09:44Z
INT_011945,USR_00646,DEST_0130,bookmarked,,2026-04-03T11:09:44Z
INT_011946,USR_00488,DEST_0130,bookmarked,,2026-02-03T11:09:44Z
INT_011947,USR_00265,DEST_0181,viewed,,2025-07-05T11:09:44Z
INT_011948,USR_00217,DEST_0097,reviewed,4,2025-12-10T11:09:44Z
INT_011949,USR_00232,DEST_0153,bookmarked,,2025-12-23T11:09:44Z
INT_011950,USR_00049,DEST_0027,viewed,,2026-01-02T11:09:44Z
INT_011951,USR_00785,DEST_0170,viewed,,2026-06-12T11:09:44Z
INT_011952,USR_00268,DEST_0105,bookmarked,,2025-10-23T11:09:44Z
INT_011953,USR_00830,DEST_0072,viewed,,2025-09-20T11:09:44Z
INT_011954,USR_00244,DEST_0177,viewed,,2025-12-12T11:09:44Z
INT_011955,USR_00537,DEST_0265,viewed,,2026-03-05T11:09:44Z
INT_011956,USR_00603,DEST_0250,viewed,,2026-05-20T11:09:44Z
INT_011957,USR_00913,DEST_0016,viewed,,2025-11-05T11:09:44Z
INT_011958,USR_00690,DEST_0034,bookmarked,,2025-12-20T11:09:44Z
INT_011959,USR_00986,DEST_0125,viewed,,2025-11-01T11:09:44Z
INT_011960,USR_00367,DEST_0086,bookmarked,,2025-12-28T11:09:44Z
INT_011961,USR_00939,DEST_0149,viewed,,2025-11-08T11:09:44Z
INT_011962,USR_00380,DEST_0017,bookmarked,,2025-10-16T11:09:44Z
INT_011963,USR_00759,DEST_0179,viewed,,2026-01-25T11:09:44Z
INT_011964,USR_00033,DEST_0238,viewed,,2025-10-21T11:09:44Z
INT_011965,USR_00166,DEST_0185,viewed,,2025-07-09T11:09:44Z
INT_011966,USR_00929,DEST_0012,viewed,,2026-02-13T11:09:44Z
INT_011967,USR_00860,DEST_0188,viewed,,2026-04-26T11:09:44Z
INT_011968,USR_00862,DEST_0179,booked,,2025-12-07T11:09:44Z
INT_011969,USR_00262,DEST_0003,bookmarked,,2025-11-05T11:09:44Z
INT_011970,USR_00164,DEST_0005,bookmarked,,2026-03-12T11:09:44Z
INT_011971,USR_00132,DEST_0013,bookmarked,,2025-10-19T11:09:44Z
INT_011972,USR_00839,DEST_0131,bookmarked,,2025-11-14T11:09:44Z
INT_011973,USR_00465,DEST_0148,reviewed,4,2025-09-28T11:09:44Z
INT_011974,USR_00178,DEST_0130,bookmarked,,2025-09-05T11:09:44Z
INT_011975,USR_00409,DEST_0258,bookmarked,,2025-12-30T11:09:44Z
INT_011976,USR_00249,DEST_0073,bookmarked,,2025-11-24T11:09:44Z
INT_011977,USR_00030,DEST_0022,bookmarked,,2026-03-27T11:09:44Z
INT_011978,USR_00854,DEST_0262,bookmarked,,2026-03-20T11:09:44Z
INT_011979,USR_00461,DEST_0003,viewed,,2026-04-24T11:09:44Z
INT_011980,USR_00562,DEST_0033,bookmarked,,2025-10-30T11:09:44Z
INT_011981,USR_00534,DEST_0105,bookmarked,,2026-03-29T11:09:44Z
INT_011982,USR_00602,DEST_0023,viewed,,2026-04-30T11:09:44Z
INT_011983,USR_00592,DEST_0150,viewed,,2025-11-04T11:09:44Z
INT_011984,USR_00109,DEST_0228,bookmarked,,2026-06-17T11:09:44Z
INT_011985,USR_00735,DEST_0227,reviewed,3,2026-06-09T11:09:44Z
INT_011986,USR_00622,DEST_0147,viewed,,2025-06-29T11:09:44Z
INT_011987,USR_00346,DEST_0022,viewed,,2025-11-23T11:09:44Z
INT_011988,USR_00101,DEST_0248,bookmarked,,2025-06-30T11:09:44Z
INT_011989,USR_00397,DEST_0007,viewed,,2026-02-15T11:09:44Z
INT_011990,USR_00519,DEST_0257,viewed,,2026-02-02T11:09:44Z
INT_011991,USR_00578,DEST_0022,viewed,,2026-01-05T11:09:44Z
INT_011992,USR_00891,DEST_0011,bookmarked,,2025-08-21T11:09:44Z
INT_011993,USR_00311,DEST_0185,reviewed,4,2025-07-25T11:09:44Z
INT_011994,USR_00587,DEST_0165,booked,,2026-04-29T11:09:44Z
INT_011995,USR_00168,DEST_0176,booked,,2025-12-10T11:09:44Z
INT_011996,USR_00642,DEST_0078,viewed,,2026-06-13T11:09:44Z
INT_011997,USR_00495,DEST_0001,viewed,,2026-01-20T11:09:44Z
INT_011998,USR_00198,DEST_0002,bookmarked,,2026-06-01T11:09:44Z
INT_011999,USR_00810,DEST_0072,viewed,,2026-05-01T11:09:44Z
INT_012000,USR_00408,DEST_0166,viewed,,2025-12-12T11:09:44Z
INT_012001,USR_00658,DEST_0167,viewed,,2026-05-12T11:09:44Z
INT_012002,USR_00176,DEST_0016,viewed,,2026-06-21T11:09:44Z
INT_012003,USR_00867,DEST_0002,viewed,,2026-03-05T11:09:44Z
INT_012004,USR_00275,DEST_0206,bookmarked,,2025-12-11T11:09:44Z
INT_012005,USR_00438,DEST_0045,viewed,,2026-02-08T11:09:44Z
INT_012006,USR_00877,DEST_0130,reviewed,4,2026-02-13T11:09:44Z
INT_012007,USR_00245,DEST_0224,viewed,,2026-01-11T11:09:44Z
INT_012008,USR_00985,DEST_0157,bookmarked,,2026-01-15T11:09:44Z
INT_012009,USR_00347,DEST_0153,bookmarked,,2026-01-14T11:09:44Z
INT_012010,USR_00229,DEST_0172,viewed,,2026-03-25T11:09:44Z
INT_012011,USR_00285,DEST_0241,viewed,,2026-06-04T11:09:44Z
INT_012012,USR_00181,DEST_0257,viewed,,2025-08-30T11:09:44Z
INT_012013,USR_00657,DEST_0153,bookmarked,,2026-06-09T11:09:44Z
INT_012014,USR_00718,DEST_0048,bookmarked,,2026-06-22T11:09:44Z
INT_012015,USR_00172,DEST_0095,viewed,,2026-05-01T11:09:44Z
INT_012016,USR_00026,DEST_0136,bookmarked,,2025-08-09T11:09:44Z
INT_012017,USR_00555,DEST_0068,viewed,,2025-11-21T11:09:44Z
INT_012018,USR_00485,DEST_0190,viewed,,2025-11-26T11:09:44Z
INT_012019,USR_00271,DEST_0067,viewed,,2026-05-16T11:09:44Z
INT_012020,USR_00301,DEST_0144,viewed,,2025-12-16T11:09:44Z
INT_012021,USR_00131,DEST_0056,viewed,,2025-08-28T11:09:44Z
INT_012022,USR_00889,DEST_0153,bookmarked,,2025-12-28T11:09:44Z
INT_012023,USR_00843,DEST_0244,bookmarked,,2026-06-23T11:09:44Z
INT_012024,USR_00967,DEST_0091,bookmarked,,2025-08-26T11:09:44Z
INT_012025,USR_00299,DEST_0152,bookmarked,,2026-02-10T11:09:44Z
INT_012026,USR_00424,DEST_0013,viewed,,2025-10-03T11:09:44Z
INT_012027,USR_00119,DEST_0094,bookmarked,,2026-05-22T11:09:44Z
INT_012028,USR_00076,DEST_0107,booked,,2025-11-01T11:09:44Z
INT_012029,USR_00373,DEST_0063,reviewed,5,2025-11-14T11:09:44Z
INT_012030,USR_00289,DEST_0220,booked,,2026-01-11T11:09:44Z
INT_012031,USR_00038,DEST_0039,viewed,,2026-06-16T11:09:44Z
INT_012032,USR_00892,DEST_0020,viewed,,2025-11-05T11:09:44Z
INT_012033,USR_00016,DEST_0033,bookmarked,,2025-07-01T11:09:44Z
INT_012034,USR_00959,DEST_0011,viewed,,2026-03-08T11:09:44Z
INT_012035,USR_00312,DEST_0260,bookmarked,,2026-04-08T11:09:44Z
INT_012036,USR_00175,DEST_0130,viewed,,2026-04-17T11:09:44Z
INT_012037,USR_00550,DEST_0161,viewed,,2025-11-13T11:09:44Z
INT_012038,USR_00344,DEST_0229,viewed,,2025-08-12T11:09:44Z
INT_012039,USR_00618,DEST_0125,viewed,,2026-02-23T11:09:44Z
INT_012040,USR_00861,DEST_0010,bookmarked,,2025-08-25T11:09:44Z
INT_012041,USR_00469,DEST_0010,viewed,,2026-01-28T11:09:44Z
INT_012042,USR_00278,DEST_0071,reviewed,3,2025-12-10T11:09:44Z
INT_012043,USR_00070,DEST_0260,viewed,,2026-05-25T11:09:44Z
INT_012044,USR_00589,DEST_0020,viewed,,2025-12-05T11:09:44Z
INT_012045,USR_00900,DEST_0001,viewed,,2026-01-02T11:09:44Z
INT_012046,USR_00679,DEST_0075,viewed,,2026-03-30T11:09:44Z
INT_012047,USR_00067,DEST_0056,viewed,,2025-10-21T11:09:44Z
INT_012048,USR_00890,DEST_0174,viewed,,2026-04-05T11:09:44Z
INT_012049,USR_00389,DEST_0136,booked,,2025-09-30T11:09:44Z
INT_012050,USR_00251,DEST_0265,viewed,,2025-07-27T11:09:44Z
INT_012051,USR_00426,DEST_0261,booked,,2026-04-06T11:09:44Z
INT_012052,USR_00548,DEST_0123,reviewed,4,2025-10-19T11:09:44Z
INT_012053,USR_00245,DEST_0015,bookmarked,,2026-01-12T11:09:44Z
INT_012054,USR_00824,DEST_0094,viewed,,2025-09-23T11:09:44Z
INT_012055,USR_00805,DEST_0059,viewed,,2025-12-11T11:09:44Z
INT_012056,USR_00778,DEST_0008,bookmarked,,2026-05-08T11:09:44Z
INT_012057,USR_00105,DEST_0191,bookmarked,,2025-08-19T11:09:44Z
INT_012058,USR_00109,DEST_0107,reviewed,5,2025-08-03T11:09:44Z
INT_012059,USR_00437,DEST_0056,viewed,,2026-05-08T11:09:44Z
INT_012060,USR_00874,DEST_0022,viewed,,2025-10-07T11:09:44Z
INT_012061,USR_00449,DEST_0179,viewed,,2025-12-13T11:09:44Z
INT_012062,USR_00132,DEST_0177,viewed,,2026-01-09T11:09:44Z
INT_012063,USR_00442,DEST_0115,bookmarked,,2025-08-26T11:09:44Z
INT_012064,USR_00489,DEST_0229,viewed,,2025-08-18T11:09:44Z
INT_012065,USR_00642,DEST_0075,viewed,,2026-05-21T11:09:44Z
INT_012066,USR_00707,DEST_0018,booked,,2025-09-02T11:09:44Z
INT_012067,USR_00042,DEST_0214,bookmarked,,2025-08-24T11:09:44Z
INT_012068,USR_00658,DEST_0010,viewed,,2026-05-28T11:09:44Z
INT_012069,USR_00629,DEST_0149,viewed,,2026-04-13T11:09:44Z
INT_012070,USR_00829,DEST_0185,viewed,,2025-09-02T11:09:44Z
INT_012071,USR_00362,DEST_0007,viewed,,2026-01-23T11:09:44Z
INT_012072,USR_00517,DEST_0260,viewed,,2026-02-26T11:09:44Z
INT_012073,USR_00446,DEST_0003,booked,,2026-06-19T11:09:44Z
INT_012074,USR_00616,DEST_0061,bookmarked,,2026-03-14T11:09:44Z
