event_id,event_name,posted_by_user_id,nearest_known_destination,district,province,event_date,true_latitude,true_longitude,reported_latitude,reported_longitude,submission_method,distance_error_m,location_accuracy_score,accuracy_tier,is_verified_for_display
EVT23128,Private Wedding,U14255,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2025-03-21,7.14123,81.4463,7.14204,81.44691,GPS Auto-Tag,112.5,86.9,High,True
EVT23129,Live Music Night,U10351,Beruwala Beach Resort Leisure,Kalutara,Western,2023-07-24,6.48496,80.00083,6.48496,80.00193,GPS Auto-Tag,121.3,85.9,High,True
EVT23130,Corporate Retreat Event,U02503,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2025-05-19,7.17226,81.44332,7.23339,81.41239,Typed Address,7593.1,0.0,Very Low,False
EVT23131,Full Moon Party,U14239,Bogoda Wooden Bridge,Badulla,Uva,2025-02-12,6.97096,81.01327,6.96443,81.01515,Manual Map Pin,754.4,38.9,Low,False
EVT23132,Temple/Kovil Special Pooja,U10810,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-10-15,7.46549,80.78485,7.46638,80.7872,GPS Auto-Tag,276.8,70.8,Medium,True
EVT23133,Food & Craft Fair,U12097,Nuwara Eliya April Season,Nuwara Eliya,Central,2023-05-07,6.94654,80.7844,6.96966,80.77836,Manual Map Pin,2651.7,3.6,Very Low,False
EVT23134,Temple/Kovil Special Pooja,U08389,Delft Island,Jaffna,Northern,2023-05-25,9.52117,79.6741,9.51984,79.67365,GPS Auto-Tag,155.8,82.3,Medium,True
EVT23135,Full Moon Party,U15984,Dowa Rock Temple,Badulla,Uva,2023-11-22,6.8849,81.04698,6.8777,81.03645,Manual Map Pin,1408.6,17.2,Very Low,False
EVT23136,Temple/Kovil Special Pooja,U13654,Madu Ganga Mangrove Boat Tour,Galle,Southern,2025-02-01,6.26273,80.03997,6.26566,80.04845,Manual Map Pin,990.9,29.0,Very Low,False
EVT23137,Temple/Kovil Special Pooja,U08688,Minneriya Elephant Gathering,Polonnaruwa,North Central,2025-12-21,8.02383,80.89507,8.02159,80.89517,GPS Auto-Tag,248.6,73.3,Medium,True
EVT23138,Live Music Night,U15926,Kosgoda Turtle Hatchery,Galle,Southern,2025-12-11,6.07352,79.99929,6.06044,79.99744,Manual Map Pin,1466.4,16.0,Very Low,False
EVT23139,Corporate Retreat Event,U07624,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-05-27,8.3219,80.41956,8.32444,80.49659,Typed Address,8464.4,0.0,Very Low,False
EVT23140,Full Moon Party,U12041,Rekawa Turtle Conservation,Hambantota,Southern,2025-01-15,6.03361,80.83105,6.03519,80.82749,GPS Auto-Tag,429.5,58.5,Low,False
EVT23141,Pop-up Local Festival,U01121,Rathnapura Gem Mining Tour,Ratnapura,Sabaragamuwa,2024-06-11,6.6809,80.40226,6.68486,80.40806,Manual Map Pin,776.1,37.9,Low,False
EVT23142,Private Wedding,U00054,Hurulu Eco Park,Polonnaruwa,North Central,2024-07-16,8.17344,80.87516,8.20682,80.83703,Typed Address,5592.0,0.1,Very Low,False
EVT23143,Temple/Kovil Special Pooja,U15610,Wadduwa Beach Escape,Kalutara,Western,2025-07-21,6.63777,79.92785,6.65162,79.88397,Typed Address,5075.5,0.2,Very Low,False
EVT23144,Corporate Retreat Event,U03160,Panama Village,Ampara,Eastern,2024-08-29,6.9395,81.77753,6.94102,81.77589,GPS Auto-Tag,247.5,73.4,Medium,True
EVT23145,Pop-up Local Festival,U14257,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2024-08-28,7.18004,81.45688,7.1904,81.45494,Manual Map Pin,1169.9,23.2,Very Low,False
EVT23146,Beach Party,U14678,Adam's Peak (Sri Pada) Climb,Ratnapura,Sabaragamuwa,2024-08-29,6.80684,80.51133,6.79961,80.50267,Manual Map Pin,1247.4,21.0,Very Low,False
EVT23147,Private Wedding,U10469,Arugam Bay Surfing,Ampara,Eastern,2025-01-14,6.83928,81.83442,6.84192,81.8345,GPS Auto-Tag,292.7,69.4,Medium,True
EVT23148,Community New Year Carnival,U07163,Rekawa Turtle Conservation,Hambantota,Southern,2025-05-12,6.0587,80.85375,6.07698,80.84195,Manual Map Pin,2411.1,4.9,Very Low,False
EVT23149,Corporate Retreat Event,U02180,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2024-12-22,8.32828,80.3959,8.3292,80.39308,GPS Auto-Tag,325.4,66.6,Medium,True
EVT23150,Temple/Kovil Special Pooja,U09169,Kalpitiya Kite Surfing,Puttalam,North Western,2024-04-27,8.22243,79.78795,8.22484,79.78741,GPS Auto-Tag,274.0,71.0,Medium,True
EVT23151,Private Wedding,U16456,Bopath Ella Falls Trek,Ratnapura,Sabaragamuwa,2025-02-19,6.70681,80.37166,6.67919,80.34345,Typed Address,4366.9,0.4,Very Low,False
EVT23152,Corporate Retreat Event,U05191,Colombo Galle Face & City Tour,Colombo,Western,2024-05-21,6.93484,79.86887,6.93549,79.87148,GPS Auto-Tag,296.7,69.0,Medium,True
EVT23153,Beach Party,U09985,Dowa Rock Temple,Badulla,Uva,2024-01-11,6.88752,81.04987,6.88907,81.05171,GPS Auto-Tag,265.9,71.7,Medium,True
EVT23154,Private Wedding,U02237,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2023-09-08,7.16159,81.44898,7.16458,81.44911,GPS Auto-Tag,331.8,66.1,Medium,True
EVT23155,Community New Year Carnival,U12394,Minneriya Elephant Gathering,Polonnaruwa,North Central,2024-10-07,8.03497,80.93015,8.03685,80.93081,GPS Auto-Tag,221.5,75.8,Medium,True
EVT23156,Village Perahera,U00495,Horton Plains & World's End Hike,Nuwara Eliya,Central,2024-11-14,6.78798,80.79598,6.74947,80.81777,Typed Address,4904.0,0.2,Very Low,False
EVT23157,Village Perahera,U02550,Kalpitiya Kite Surfing,Puttalam,North Western,2023-01-26,8.25296,79.77359,8.24621,79.77761,Manual Map Pin,869.6,33.7,Low,False
EVT23158,Pop-up Local Festival,U16918,Negombo Lagoon Boat Ride,Gampaha,Western,2025-08-06,7.21426,79.83376,7.2145,79.83401,GPS Auto-Tag,37.7,95.4,High,True
EVT23159,Food & Craft Fair,U01644,Wadduwa Beach Escape,Kalutara,Western,2024-11-07,6.65943,79.92388,6.66186,79.92364,GPS Auto-Tag,270.2,71.3,Medium,True
EVT23160,Beach Party,U15348,Madunagala Hot Springs,Hambantota,Southern,2023-08-02,6.28243,81.22737,6.28195,81.22555,GPS Auto-Tag,208.2,77.1,Medium,True
EVT23161,Village Perahera,U10536,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2024-09-08,6.80044,80.51952,6.79688,80.51963,GPS Auto-Tag,394.5,61.1,Medium,True
EVT23162,Live Music Night,U01037,Bogoda Wooden Bridge,Badulla,Uva,2025-09-06,6.96402,81.0041,6.98099,80.99853,Manual Map Pin,1981.6,8.4,Very Low,False
EVT23163,Pop-up Local Festival,U05632,Nuwara Eliya April Season,Nuwara Eliya,Central,2023-09-30,6.94908,80.79163,6.94942,80.79059,GPS Auto-Tag,120.5,86.0,High,True
EVT23164,Food & Craft Fair,U08386,Unawatuna Beach,Galle,Southern,2025-11-01,6.00983,80.24894,5.99492,80.24285,Manual Map Pin,1787.6,10.7,Very Low,False
EVT23165,Community New Year Carnival,U01853,Pigeon Island Snorkeling,Trincomalee,Eastern,2023-07-24,8.72446,81.19167,8.72587,81.19214,GPS Auto-Tag,165.2,81.3,Medium,True
EVT23166,Pop-up Local Festival,U10305,Colombo Galle Face & City Tour,Colombo,Western,2025-12-13,6.93051,79.8642,6.93164,79.86272,GPS Auto-Tag,206.0,77.3,Medium,True
EVT23167,Temple/Kovil Special Pooja,U10054,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2024-03-05,7.04898,80.64986,7.04889,80.64953,GPS Auto-Tag,37.9,95.4,High,True
EVT23168,Food & Craft Fair,U01797,Bogoda Wooden Bridge,Badulla,Uva,2023-12-10,6.96395,81.01382,6.96699,81.01154,Manual Map Pin,420.3,59.1,Low,False
EVT23169,Community New Year Carnival,U07633,Wilpattu National Park Safari,Puttalam,North Western,2023-04-11,8.46565,80.05485,8.46375,80.0548,GPS Auto-Tag,211.3,76.8,Medium,True
EVT23170,Beach Party,U11420,St. Clair's & Devon Falls Viewpoint,Nuwara Eliya,Central,2025-07-20,7.02737,80.65828,7.02654,80.65845,GPS Auto-Tag,94.8,88.8,High,True
EVT23171,Temple/Kovil Special Pooja,U14022,"Christmas Celebrations, Negombo",Gampaha,Western,2025-05-03,7.20874,79.83718,7.20615,79.83117,Typed Address,721.7,40.6,Low,False
EVT23172,Live Music Night,U10659,Laxapana Falls Trek,Nuwara Eliya,Central,2025-02-19,6.94791,80.49566,6.94829,80.49622,GPS Auto-Tag,74.8,91.1,High,True
EVT23173,Corporate Retreat Event,U13213,Unawatuna Beach,Galle,Southern,2025-06-02,5.98888,80.24606,5.98763,80.24412,GPS Auto-Tag,254.9,72.7,Medium,True
EVT23174,Village Perahera,U12050,Colombo Galle Face & City Tour,Colombo,Western,2024-08-03,6.9145,79.8602,6.91486,79.86379,GPS Auto-Tag,397.5,60.8,Medium,True
EVT23175,Live Music Night,U09235,Kandy Esala Perahera,Kandy,Central,2025-08-06,7.30024,80.63815,7.31281,80.65623,Manual Map Pin,2430.6,4.8,Very Low,False
EVT23176,Live Music Night,U08568,Madunagala Hot Springs,Hambantota,Southern,2023-11-17,6.26175,81.22896,6.26881,81.22418,Manual Map Pin,944.6,30.7,Low,False
EVT23177,Private Wedding,U10806,Kumana National Park Birding & Safari,Ampara,Eastern,2023-07-31,6.56438,81.66421,6.56489,81.66523,GPS Auto-Tag,125.2,85.5,High,True
EVT23178,Corporate Retreat Event,U16917,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2025-08-27,8.0516,80.96308,8.10393,80.97894,Typed Address,6064.2,0.1,Very Low,False
EVT23179,Full Moon Party,U00174,Kandy Lake Evening Walk,Kandy,Central,2024-10-06,7.2886,80.6523,7.31633,80.70184,Typed Address,6263.8,0.0,Very Low,False
EVT23180,Food & Craft Fair,U17451,Pasikuda Beach,Batticaloa,Eastern,2023-03-25,7.93232,81.55993,7.93328,81.56334,GPS Auto-Tag,390.0,61.4,Medium,True
EVT23181,Live Music Night,U09778,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2025-07-12,9.67719,80.02114,9.67048,80.00914,Manual Map Pin,1508.9,15.2,Very Low,False
EVT23182,Private Wedding,U15775,Laxapana Falls Trek,Nuwara Eliya,Central,2025-09-03,6.92482,80.50219,6.92406,80.50252,GPS Auto-Tag,91.7,89.2,High,True
EVT23183,Village Perahera,U00314,Hiriwadunna Village,Anuradhapura,North Central,2025-05-20,7.97986,80.75635,7.98989,80.7537,Manual Map Pin,1151.1,23.7,Very Low,False
EVT23184,Beach Party,U05910,Laxapana Falls Trek,Nuwara Eliya,Central,2024-08-31,6.93118,80.46923,6.93436,80.46018,Manual Map Pin,1058.5,26.6,Very Low,False
EVT23185,Full Moon Party,U16601,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2024-05-31,7.45924,80.7976,7.45044,80.8068,Manual Map Pin,1406.2,17.2,Very Low,False
EVT23186,Private Wedding,U11802,Gal Oya Boat Safari,Ampara,Eastern,2023-07-09,7.15362,81.44692,7.15539,81.44662,GPS Auto-Tag,200.0,77.9,Medium,True
EVT23187,Live Music Night,U15291,Rekawa Turtle Conservation,Hambantota,Southern,2025-11-22,6.06312,80.82281,6.06468,80.82375,GPS Auto-Tag,201.5,77.7,Medium,True
EVT23188,Village Perahera,U07802,Adam's Peak (Sri Pada) Climb,Ratnapura,Sabaragamuwa,2025-08-09,6.80971,80.49937,6.86531,80.52166,Typed Address,6642.5,0.0,Very Low,False
EVT23189,Temple/Kovil Special Pooja,U13233,Madunagala Hot Springs,Hambantota,Southern,2023-03-06,6.2489,81.24126,6.2724,81.23847,Typed Address,2626.3,3.8,Very Low,False
EVT23190,Pop-up Local Festival,U00283,Deepavali Festival (Colombo Kovils),Colombo,Western,2025-03-21,6.87875,79.86389,6.87651,79.84768,Manual Map Pin,1803.7,10.5,Very Low,False
EVT23191,Full Moon Party,U13667,Kayts Island,Jaffna,Northern,2023-03-22,9.68964,79.997,9.69894,80.0608,Typed Address,7056.3,0.0,Very Low,False
EVT23192,Community New Year Carnival,U04969,Sera Ella Waterfall,Matale,Central,2024-08-08,7.5298,80.68267,7.51976,80.68896,Manual Map Pin,1311.8,19.4,Very Low,False
EVT23193,Corporate Retreat Event,U12323,Wewurukannala & Buduruwagala Carvings,Badulla/Monaragala,Uva,2024-10-29,6.71013,81.1892,6.60843,81.21361,Typed Address,11605.3,0.0,Very Low,False
EVT23194,Full Moon Party,U06302,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2025-05-01,6.42296,80.88505,6.42553,80.88622,GPS Auto-Tag,313.2,67.6,Medium,True
EVT23195,Live Music Night,U02957,Wadduwa Beach Escape,Kalutara,Western,2023-03-11,6.64277,79.92115,6.64819,79.92671,Manual Map Pin,858.1,34.2,Low,False
EVT23196,Corporate Retreat Event,U12708,Victoria Park Nuwara Eliya,Nuwara Eliya,Central,2023-01-24,6.95787,80.75277,6.97179,80.75452,Manual Map Pin,1557.1,14.3,Very Low,False
EVT23197,Temple/Kovil Special Pooja,U15975,Beddagana Wetland Park,Colombo,Western,2024-05-25,6.90547,79.91087,6.90498,79.90961,GPS Auto-Tag,149.0,83.0,Medium,True
EVT23198,Community New Year Carnival,U16418,Vidattaltivu Lagoon,Mannar,Northern,2024-02-16,8.95297,80.04105,8.95232,80.04377,GPS Auto-Tag,306.6,68.2,Medium,True
EVT23199,Private Wedding,U00989,Bellanwila-Attidiya Sanctuary,Colombo,Western,2023-09-19,6.82679,79.89022,6.82693,79.89143,GPS Auto-Tag,134.1,84.6,Medium,True
EVT23200,Beach Party,U13799,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2025-04-28,8.33297,80.40716,8.33369,80.40648,GPS Auto-Tag,109.7,87.2,High,True
EVT23201,Community New Year Carnival,U07852,Beddagana Wetland Park,Colombo,Western,2024-01-18,6.89907,79.90943,6.82962,79.97804,Typed Address,10798.5,0.0,Very Low,False
EVT23202,Private Wedding,U09391,Unawatuna Beach,Galle,Southern,2023-01-15,6.00044,80.23076,6.03906,80.16919,Typed Address,8035.7,0.0,Very Low,False
EVT23203,Beach Party,U11180,Weligama Surf School,Matara,Southern,2023-11-01,5.97877,80.4251,5.97957,80.42655,GPS Auto-Tag,183.6,79.5,Medium,True
EVT23204,Food & Craft Fair,U01949,Diyasaru Wetland Park,Colombo,Western,2024-03-17,6.87915,79.90718,6.87954,79.9083,GPS Auto-Tag,130.6,84.9,Medium,True
EVT23205,Village Perahera,U12482,Diyasaru Wetland Park,Colombo,Western,2023-04-19,6.89498,79.90499,6.89382,79.90697,GPS Auto-Tag,252.8,72.9,Medium,True
EVT23206,Temple/Kovil Special Pooja,U00363,Hurulu Eco Park,Polonnaruwa,North Central,2023-10-07,8.16183,80.89141,8.15368,80.88375,Manual Map Pin,1236.2,21.3,Very Low,False
EVT23207,Private Wedding,U09215,Meemure Village,Kandy,Central,2024-03-20,7.45997,80.80288,7.46174,80.79154,Manual Map Pin,1263.2,20.6,Very Low,False
EVT23208,Private Wedding,U10865,Wasgamuwa National Park Safari,Matale/Polonnaruwa,Central,2024-06-26,7.78938,80.92507,7.78843,80.92516,GPS Auto-Tag,106.0,87.6,High,True
EVT23209,Village Perahera,U02369,Royal Botanical Garden Peradeniya,Kandy,Central,2025-10-02,7.26914,80.59103,7.27124,80.58943,GPS Auto-Tag,292.7,69.4,Medium,True
EVT23210,Food & Craft Fair,U09177,Anawilundawa Ramsar Wetland,Puttalam,North Western,2024-12-08,7.74526,79.81295,7.74406,79.81115,GPS Auto-Tag,238.8,74.2,Medium,True
EVT23211,Full Moon Party,U07840,Nuwara Eliya Gregory Lake Boating,Nuwara Eliya,Central,2024-05-20,6.94884,80.77313,6.95021,80.77448,GPS Auto-Tag,212.8,76.6,Medium,True
EVT23212,Village Perahera,U17270,Pigeon Island Snorkeling,Trincomalee,Eastern,2025-09-15,8.70793,81.20791,8.65991,81.22631,Typed Address,5699.2,0.1,Very Low,False
EVT23213,Community New Year Carnival,U08426,Kanneliya Rainforest Reserve,Galle,Southern,2025-10-02,6.21352,80.32819,6.21508,80.32741,GPS Auto-Tag,193.5,78.5,Medium,True
EVT23214,Beach Party,U09523,Kandy Esala Perahera,Kandy,Central,2024-12-29,7.29051,80.6387,7.28792,80.63854,GPS Auto-Tag,288.0,69.8,Medium,True
EVT23215,Full Moon Party,U16751,Bopath Ella Falls Trek,Ratnapura,Sabaragamuwa,2024-05-18,6.73981,80.37542,6.74117,80.37694,GPS Auto-Tag,224.9,75.5,Medium,True
EVT23216,Corporate Retreat Event,U11899,Kochchikade St. Anthony's Feast,Colombo,Western,2023-10-16,6.93256,79.85404,6.93178,79.855,GPS Auto-Tag,136.8,84.3,Medium,True
EVT23217,Live Music Night,U17901,Lipton's Seat Viewpoint,Badulla,Uva,2024-10-20,6.80502,81.08494,6.80385,81.0876,GPS Auto-Tag,321.1,66.9,Medium,True
EVT23218,Temple/Kovil Special Pooja,U11266,Arugam Bay Surfing,Ampara,Eastern,2024-04-09,6.82461,81.83654,6.91288,81.7943,Typed Address,10847.7,0.0,Very Low,False
EVT23219,Pop-up Local Festival,U10358,Pigeon Island Snorkeling,Trincomalee,Eastern,2025-06-27,8.70921,81.2026,8.72684,81.19709,Manual Map Pin,2048.4,7.7,Very Low,False
EVT23220,Beach Party,U13138,Diyaluma Infinity Pools,Badulla,Uva,2025-01-08,6.7313,81.0383,6.7072,81.00797,Typed Address,4281.9,0.5,Very Low,False
EVT23221,Private Wedding,U01298,Muthurajawela Marsh Boat Safari,Gampaha,Western,2025-10-29,7.07467,79.86126,7.07497,79.86275,GPS Auto-Tag,167.6,81.1,Medium,True
EVT23222,Full Moon Party,U07259,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-10-26,8.31855,80.38885,8.3198,80.39162,GPS Auto-Tag,334.6,65.8,Medium,True
EVT23223,Pop-up Local Festival,U12929,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-06-02,8.30182,80.42006,8.27227,80.43473,Manual Map Pin,3654.4,1.0,Very Low,False
EVT23224,Beach Party,U16417,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2024-10-27,8.32345,80.40064,8.32212,80.39981,GPS Auto-Tag,173.2,80.5,Medium,True
EVT23225,Full Moon Party,U02341,Deepavali Festival (Colombo Kovils),Colombo,Western,2023-01-12,6.8795,79.8555,6.87944,79.85553,GPS Auto-Tag,6.8,99.2,High,True
EVT23226,Full Moon Party,U04907,Induruwa Turtle Conservation,Galle,Southern,2025-01-10,6.04368,80.04672,6.1153,80.04735,Typed Address,7950.4,0.0,Very Low,False
EVT23227,Food & Craft Fair,U03510,Kumana National Park Birding & Safari,Ampara,Eastern,2024-02-14,6.57254,81.65356,6.57436,81.65412,GPS Auto-Tag,211.2,76.8,Medium,True
EVT23228,Temple/Kovil Special Pooja,U05513,Bambarakanda Falls,Badulla,Uva,2025-10-06,6.78178,80.82145,6.78325,80.82104,GPS Auto-Tag,169.3,80.9,Medium,True
EVT23229,Temple/Kovil Special Pooja,U14943,Kitulgala White Water Rafting,Kegalle,Sabaragamuwa,2023-08-19,6.97487,80.41124,6.97417,80.4079,GPS Auto-Tag,375.4,62.5,Medium,True
EVT23230,Village Perahera,U01580,Sera Ella Waterfall,Matale,Central,2024-08-22,7.55281,80.70563,7.58284,80.70163,Typed Address,3363.1,1.5,Very Low,False
EVT23231,Private Wedding,U14805,Muhudu Maha Vihara,Hambantota,Southern,2024-05-03,6.33921,81.4726,6.33598,81.47241,GPS Auto-Tag,359.7,63.8,Medium,True
EVT23232,Corporate Retreat Event,U12222,Kayts Island,Jaffna,Northern,2024-05-10,9.67066,79.99353,9.63603,79.99697,Typed Address,3862.2,0.8,Very Low,False
EVT23233,Corporate Retreat Event,U10486,Nuwara Eliya April Season,Nuwara Eliya,Central,2024-01-04,6.9686,80.79071,6.96783,80.7891,GPS Auto-Tag,197.1,78.2,Medium,True
EVT23234,Beach Party,U06759,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2024-01-13,9.67044,80.03284,9.67045,80.03597,GPS Auto-Tag,342.9,65.1,Medium,True
EVT23235,Temple/Kovil Special Pooja,U16316,Panama-Kudumbigala Eco Reserve,Ampara,Eastern,2025-08-15,6.90252,81.7784,6.91634,81.7683,Manual Map Pin,1895.0,9.4,Very Low,False
EVT23236,Temple/Kovil Special Pooja,U16694,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2025-09-22,6.799,80.49358,6.78757,80.48011,Manual Map Pin,1953.8,8.7,Very Low,False
EVT23237,Community New Year Carnival,U00483,Udawalawe National Park Safari,Ratnapura/Moneragala,Sabaragamuwa,2025-04-07,6.4473,80.88643,6.44808,80.88692,GPS Auto-Tag,102.5,88.0,High,True
EVT23238,Beach Party,U00566,Galle Fort Walking Tour,Galle,Southern,2024-01-09,6.02821,80.20237,6.02537,80.179,Typed Address,2599.5,3.9,Very Low,False
EVT23239,Community New Year Carnival,U15129,Panama Village,Ampara,Eastern,2025-02-22,6.94645,81.77519,6.94532,81.77652,GPS Auto-Tag,192.9,78.6,Medium,True
EVT23240,Community New Year Carnival,U09951,Anuradhapura Cycling Tour,Anuradhapura,North Central,2023-11-03,8.3006,80.38968,8.29856,80.39841,Manual Map Pin,985.2,29.2,Very Low,False
EVT23241,Pop-up Local Festival,U07485,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2024-09-30,6.42304,80.89238,6.42487,80.89104,GPS Auto-Tag,251.5,73.0,Medium,True
EVT23242,Full Moon Party,U01740,Sinharaja Rainforest Trekking,Ratnapura/Galle,Sabaragamuwa,2025-02-10,6.39248,80.50048,6.4183,80.56681,Typed Address,7858.1,0.0,Very Low,False
EVT23243,Food & Craft Fair,U14326,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2024-07-13,7.16279,81.4596,7.1644,81.46266,Manual Map Pin,381.6,62.1,Medium,True
EVT23244,Food & Craft Fair,U14204,Weligama Surf School,Matara,Southern,2025-01-31,5.98468,80.43254,6.0539,80.47218,Typed Address,8842.5,0.0,Very Low,False
EVT23245,Beach Party,U07362,Minneriya Elephant Gathering,Polonnaruwa,North Central,2024-01-17,8.01319,80.88542,8.01369,80.88334,GPS Auto-Tag,234.8,74.6,Medium,True
EVT23246,Live Music Night,U06667,Ambalangoda Mask Museum,Galle,Southern,2025-07-22,6.23658,80.04187,6.23529,80.04258,GPS Auto-Tag,163.0,81.6,Medium,True
EVT23247,Corporate Retreat Event,U17979,Sinharaja Forest Reserve Nature Walk,Ratnapura/Galle,Sabaragamuwa,2025-08-23,6.39327,80.51203,6.39254,80.5137,GPS Auto-Tag,200.9,77.8,Medium,True
EVT23248,Corporate Retreat Event,U13082,Pasikuda Beach,Batticaloa,Eastern,2023-09-03,7.93203,81.57965,7.93241,81.57926,GPS Auto-Tag,60.9,92.7,High,True
EVT23249,Village Perahera,U16115,Mannar Bird Migration Watching,Mannar,Northern,2025-02-25,8.98865,79.91474,8.99032,79.91325,GPS Auto-Tag,247.0,73.4,Medium,True
EVT23250,Food & Craft Fair,U09182,Ravana Caves & Ella Wala Pool,Badulla,Uva,2025-04-30,6.85084,81.03693,6.9018,81.05658,Typed Address,6057.4,0.1,Very Low,False
EVT23251,Live Music Night,U15002,Victoria Park Nuwara Eliya,Nuwara Eliya,Central,2024-03-19,6.95203,80.75563,6.95237,80.75404,GPS Auto-Tag,179.1,79.9,Medium,True
EVT23252,Food & Craft Fair,U10409,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2025-05-10,8.04913,80.94421,8.05084,80.94411,GPS Auto-Tag,190.8,78.8,Medium,True
EVT23253,Full Moon Party,U07425,Thalangama Wetland Birdwatching,Colombo,Western,2025-04-11,6.89747,79.92202,6.89798,79.91837,GPS Auto-Tag,406.1,60.2,Medium,True
EVT23254,Full Moon Party,U00682,Kalpitiya Dolphin Watching Eco Tour,Puttalam,North Western,2023-07-02,8.25737,79.77191,8.25644,79.75804,Manual Map Pin,1526.7,14.8,Very Low,False
EVT23255,Pop-up Local Festival,U13248,Sinharaja Forest Reserve Nature Walk,Ratnapura/Galle,Sabaragamuwa,2023-02-24,6.39427,80.51939,6.40987,80.51608,Typed Address,1769.8,10.9,Very Low,False
EVT23256,Corporate Retreat Event,U12189,Rekawa Turtle Conservation,Hambantota,Southern,2025-01-09,6.06431,80.8575,6.06573,80.85765,GPS Auto-Tag,158.9,82.0,Medium,True
EVT23257,Village Perahera,U08560,Sera Ella Waterfall,Matale,Central,2025-10-03,7.53905,80.66911,7.5606,80.65559,Typed Address,2817.3,3.0,Very Low,False
EVT23258,Private Wedding,U16497,Delft Island,Jaffna,Northern,2024-03-24,9.52662,79.66029,9.52212,79.69529,Typed Address,3863.1,0.8,Very Low,False
EVT23259,Beach Party,U14410,Trincomalee Whale Watching,Trincomalee,Eastern,2024-08-13,8.56454,81.22038,8.56893,81.22174,Manual Map Pin,509.6,52.9,Low,False
EVT23260,Private Wedding,U02905,Kalametiya Bird Sanctuary,Hambantota,Southern,2023-09-25,6.07075,80.94038,6.04118,80.97234,Typed Address,4818.4,0.2,Very Low,False
EVT23261,Live Music Night,U01825,Pigeon Island Snorkeling,Trincomalee,Eastern,2024-11-24,8.71496,81.20156,8.72829,81.2238,Manual Map Pin,2853.7,2.8,Very Low,False
EVT23262,Full Moon Party,U00546,Adam's Peak (Sri Pada) Climb,Ratnapura,Sabaragamuwa,2025-06-19,6.81558,80.51657,6.801,80.55472,Typed Address,4505.0,0.4,Very Low,False
EVT23263,Pop-up Local Festival,U04212,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-12-02,6.89253,80.77717,6.88509,80.761,Manual Map Pin,1963.6,8.6,Very Low,False
EVT23264,Private Wedding,U17614,Wilpattu National Park Safari,Puttalam,North Western,2023-03-16,8.44111,80.05901,8.41255,80.081,Typed Address,3984.2,0.7,Very Low,False
EVT23265,Pop-up Local Festival,U03486,Muhudu Maha Vihara,Hambantota,Southern,2023-10-31,6.33371,81.48003,6.32509,81.4891,Manual Map Pin,1383.4,17.7,Very Low,False
EVT23266,Community New Year Carnival,U11617,Kumana National Park Birding & Safari,Ampara,Eastern,2025-10-19,6.58308,81.67165,6.58116,81.66743,Manual Map Pin,512.1,52.7,Low,False
EVT23267,Live Music Night,U06801,Bundala Wetland Birdwatching,Hambantota,Southern,2023-03-15,6.18628,81.21086,6.18082,81.20968,Manual Map Pin,620.0,46.1,Low,False
EVT23268,Live Music Night,U13549,Kalametiya Bird Sanctuary,Hambantota,Southern,2023-07-23,6.05261,80.93951,6.02424,80.94356,Typed Address,3180.4,1.9,Very Low,False
EVT23269,Village Perahera,U13324,Kosgoda Turtle Hatchery,Galle,Southern,2025-09-18,6.08819,80.00962,6.11943,80.00448,Typed Address,3513.9,1.2,Very Low,False
EVT23270,Beach Party,U11266,Arugam Bay Surfing,Ampara,Eastern,2023-03-21,6.82741,81.82701,6.81439,81.82601,Manual Map Pin,1448.9,16.3,Very Low,False
EVT23271,Pop-up Local Festival,U01327,Sera Ella Waterfall,Matale,Central,2024-08-20,7.52417,80.67441,7.5291,80.67108,Manual Map Pin,658.3,43.9,Low,False
EVT23272,Temple/Kovil Special Pooja,U12835,Kosgoda Turtle Hatchery,Galle,Southern,2023-09-16,6.09519,80.01795,6.09498,80.01718,GPS Auto-Tag,87.8,89.6,High,True
